Surname,First name,Time,Classifier,Long,km,m,Course controls
Belaj,Željko,35:44,0,M65,2.52,100,8
Gros,Čedomil,43:40,0,M65,2.52,100,8
Turkalj,Milan,65:45,0,M65,2.52,100,8
Čepelak,Radovan,71:48,0,M65,2.52,100,8
Spaseski Baburek,Roko,20:28,0,OPEN,1.82,35,7
Kocijan,Luka,26:34,0,OPEN,1.82,35,7
Krahenbuhl,Kyra,28:37,0,OPEN,1.82,35,7
Delić,Ana,28:41,0,OPEN,1.82,35,7
Ostroški,Sanja,34:08,0,OPEN,1.82,35,7
Horvat,Mirjana,34:15,0,OPEN,1.82,35,7
Pevec,Ozren,37:31,0,OPEN,1.82,35,7
Govedarica,Zvjezdana,40:10,0,OPEN,1.82,35,7
Melmajer,Nastasia,48:57,0,OPEN,1.82,35,7
Vodopija,Neven,58:12,0,OPEN,1.82,35,7
Ignjat Ivezić,Viktor,59:13,0,OPEN,1.82,35,7
Lah,Mario,59:25,0,OPEN,1.82,35,7
Mihaljević,Ema,64:28,0,OPEN,1.82,35,7
Tkalec,Jelena,,1,OPEN,1.82,35,7
Bister,Mladen,,1,OPEN,1.82,35,7
Tkalec,Robert,,1,OPEN,1.82,35,7
Tkalec,Jakov,,1,OPEN,1.82,35,7
Hodak,Janko,,1,OPEN,1.82,35,7
Birkič,Draženka,,1,OPEN,1.82,35,7
Holenda,Karmen,,1,OPEN,1.82,35,7
Vukelić,Dora,29:37,0,Ž12,1.82,35,7
Vidaković,Majda,29:39,0,Ž12,1.82,35,7
Fejzić,Hanna,36:11,0,Ž12,1.82,35,7
Potrebica,Ema,41:19,0,Ž12,1.82,35,7
Težak,Magdalena,51:31,0,Ž12,1.82,35,7
Balaban,Iva,48:49,3,Ž12,1.82,35,7
Markulinčić,Jana,,1,Ž12,1.82,35,7
Hodak,Mirta,,1,Ž12,1.82,35,7
Balaban,Ana,,2,Ž14,3,70,9
Jerković Perić,Olga,,1,Ž14,3,70,9
Kukec,Marta,,2,Ž14,3,70,9
Kaniški,Laura,,2,Ž14,3,70,9
Omerčić,Helena,,2,Ž14,3,70,9
Pavlin,Paula,59:26,0,Ž16,3.24,160,10
Magdić Govedarica,Eva,194:26,0,Ž16,3.24,160,10
Srebačić,Ana,,1,Ž16,3.24,160,10
Lesjak,Jelena,,1,Ž16,3.24,160,10
Kermek,Dora,,1,Ž16,3.24,160,10
Lovrec,Mia,74:54,0,Ž20,3.56,220,12
Tišljar,Ana,80:35,0,Ž20,3.56,220,12
Težak,Dora,,1,Ž20,3.56,220,12
Vukmanović,Vinka,65:09,0,Ž21A,5.11,280,13
Pavić,Mirja,72:58,0,Ž21A,5.11,280,13
Beblek,Ana,74:42,0,Ž21A,5.11,280,13
Sipina Halper,Monika Martina,200:44,0,Ž21A,5.11,280,13
Orlić,Antonija,,1,Ž21A,5.11,280,13
Lesjak,Sonja,,1,Ž21A,5.11,280,13
Ivković,Sara,45:40,0,Ž21B,2.52,100,8
Jandrečić,Nola,49:02,0,Ž21B,2.52,100,8
Plevnik,Petra,49:11,0,Ž21B,2.52,100,8
Potrebica,Tanja,50:08,0,Ž21B,2.52,100,8
Bergant Vidaković,Sandra,55:12,0,Ž21B,2.52,100,8
Latinger,Sandra,61:26,0,Ž21B,2.52,100,8
Perak,Silvija,83:27,0,Ž21B,2.52,100,8
Holjevac-Gagulić,Tajana,,1,Ž21B,2.52,100,8
Perković,Mihaela Marija,106:46,3,Ž21B,2.52,100,8
Čaja,Lovorka,,1,Ž21B,2.52,100,8
Ulrich Cvenić,Ivana,,1,Ž21B,2.52,100,8
Dukić,Višnja,,1,Ž21B,2.52,100,8
Gobec,Ivana,55:12,0,Ž35,3.56,220,12
Šantić,Nikolina,60:54,0,Ž35,3.56,220,12
Hribar,Anica,62:01,0,Ž35,3.56,220,12
Popović Budi,Daniela,67:09,0,Ž35,3.56,220,12
Krš,Sanja,73:40,0,Ž35,3.56,220,12
Seražin Korper,Sabina,90:58,0,Ž35,3.56,220,12
Jakšić,Mirka,102:33,0,Ž35,3.56,220,12
Kušt,Maja,110:31,0,Ž35,3.56,220,12
Cindrić Perković,Jasminka,111:39,0,Ž35,3.56,220,12
Berženji,Sanda,117:30,0,Ž35,3.56,220,12
Čorko Meštrović,Irena,126:43,0,Ž35,3.56,220,12
Stipić,Bernardica,,2,Ž35,3.56,220,12
Birkić,Draženka,,1,Ž35,3.56,220,12
Birkić,Draženka,,2,Ž35,3.56,220,12
Cini,Fabiana,,1,Ž35,3.56,220,12
Glagolić,Saša,,1,Ž35,3.56,220,12
Stupalo,Vlatka,152:55,3,Ž35,3.56,220,12
Kiš,Marta,127:38,3,Ž35,3.56,220,12
Erdősné Németh,Ágnes,43:03,0,Ž45,2.52,100,8
Lovrec,Darinka,48:24,0,Ž45,2.52,100,8
Vuk,Srebrenka,50:25,0,Ž45,2.52,100,8
Ebenspanger,Emilija,50:30,0,Ž45,2.52,100,8
Čuljak Gross,Mladenka,50:48,0,Ž45,2.52,100,8
Vendler Čepelak,Željka,59:09,0,Ž45,2.52,100,8
Kraintz,Evelyn,66:53,0,Ž45,2.52,100,8
Franc,Vera,68:51,0,Ž45,2.52,100,8
Cvitković,Maja,73:00,0,Ž45,2.52,100,8
Jurković Gros,Senka,73:21,0,Ž45,2.52,100,8
Janžek,Smiljana,75:12,0,Ž45,2.52,100,8
Fabek,Branka,92:34,0,Ž45,2.52,100,8
Kabalin Borenić,Višnja,,1,Ž45,2.52,100,8
Glinska,Beata Adrianna,,1,Ž45,2.52,100,8
Kuzmanić,Ivana,137:44,3,Ž45,2.52,100,8
Pavlin,Daliborka,,1,Ž45,2.52,100,8
Zadravec-Kermek,Senija,,1,Ž45,2.52,100,8
Srebačić,Davorka,,1,Ž45,2.52,100,8
