prezime,ime,vrijeme,klasifikator,kategorija,staza,uspon,kontrola
Merunka,Darko,64:53,0,M45,5.8,215,15
Ifj. Dr. Pavlovics,György,66:30,0,M45,5.8,215,15
Vukelić,Bojan,66:43,0,M45,5.8,215,15
Penić,Ivan Ivo,72:44,0,M45,5.8,215,15
Bajna,Balázs,73:48,0,M45,5.8,215,15
Takács,Tibor,77:09,0,M45,5.8,215,15
Pust,Tomaž,83:09,0,M45,5.8,215,15
Fodor,Péter,83:18,0,M45,5.8,215,15
Tarsoly,Róbert,86:25,0,M45,5.8,215,15
Strmečki,Petar,86:57,0,M45,5.8,215,15
Mrkojević,Damir,89:20,0,M45,5.8,215,15
Milojković,Aleksandar,92:43,0,M45,5.8,215,15
Kovács,Ferenc,95:15,0,M45,5.8,215,15
Fülöp,János,101:26,0,M45,5.8,215,15
Priher,Miroslav,103:19,0,M45,5.8,215,15
Ilić,Dejan,84:32,3,M45,5.8,215,15
Bošnjak,Mirko,97:50,2,M45,5.8,215,15
Trivunović,Vladimir,,1,M45,5.8,215,15
Težak,Robert,,1,M45,5.8,215,15
Varga,József,41:58,0,M55,4.3,140,11
Štambuk,Dario,46:48,0,M55,4.3,140,11
Tasić,Života,51:43,0,M55,4.3,140,11
Angster,Gábor,54:45,0,M55,4.3,140,11
Lovrec,Nenad,59:07,0,M55,4.3,140,11
Sladić,Roman,73:42,0,M55,4.3,140,11
Perica,Mladen,76:43,0,M55,4.3,140,11
Jelić,Mladen,83:05,0,M55,4.3,140,11
Lukačić,Ivo,93:02,0,M55,4.3,140,11
Vodopija,Zvonko,33:26,3,M55,4.3,140,11
Streuli,Willi,41:45,0,M65,3.2,120,8
Fluck,István,44:43,0,M65,3.2,120,8
Boros,Zoltán,50:15,0,M65,3.2,120,8
Zánkay,András,51:42,0,M65,3.2,120,8
Belaj,Željko,62:10,0,M65,3.2,120,8
Enyedi,Andrei,62:28,0,M65,3.2,120,8
Pongrac,Ivan,63:09,0,M65,3.2,120,8
Szűcs dr,György,72:58,0,M65,3.2,120,8
Balázsy,László,74:06,0,M65,3.2,120,8
Griffiths,Bill,75:34,0,M65,3.2,120,8
Turkalj,Milan,84:56,0,M65,3.2,120,8
Čepelak,Radovan,114:34,0,M65,3.2,120,8
Varga,György,,1,M65,3.2,120,8
Ijjász,István,,1,M65,3.2,120,8
Salopek,Dorja,11:28,0,Ž12,1.7,15,6
Vukelić,Dora,12:00,0,Ž12,1.7,15,6
Tarsoly,Borka,18:16,0,Ž12,1.7,15,6
Težak,Magdalena,19:16,0,Ž12,1.7,15,6
Sršen Delgado,Kira,19:26,0,Ž12,1.7,15,6
Potrebica,Ema,23:02,0,Ž12,1.7,15,6
Czebei,Luca,26:26,0,Ž12,1.7,15,6
Kovačić,Mia,40:05,0,Ž12,1.7,15,6
Tutić,Ema,48:54,0,Ž12,1.7,15,6
Sršen Delgado,Leire,,1,Ž12,1.7,15,6
Werner,Boróka,33:29,0,Ž14,3.5,145,8
Jerković Perić,Olga,44:31,0,Ž14,3.5,145,8
Pust,Karin,50:17,0,Ž14,3.5,145,8
Tarsoly,Panka,51:37,0,Ž14,3.5,145,8
Kukec,Marta,62:49,0,Ž14,3.5,145,8
Kaniški,Laura,63:34,0,Ž14,3.5,145,8
Balaban,Ana,165:36,0,Ž14,3.5,145,8
Kovačić,Ema,128:23,3,Ž14,3.5,145,8
Boban,Rea,,1,Ž14,3.5,145,8
Takács,Szilvia,47:40,0,Ž16,4.3,140,11
Várvölgyi,Dorka,79:35,0,Ž16,4.3,140,11
Pavlin,Paula,86:14,0,Ž16,4.3,140,11
Kermek,Dora,122:23,0,Ž16,4.3,140,11
Srebačić,Ana,123:58,0,Ž16,4.3,140,11
Lesjak,Jelena,127:00,0,Ž16,4.3,140,11
Magdić Govedarica,Eva,134:17,0,Ž16,4.3,140,11
Jakopec,Iva,140:20,0,Ž16,4.3,140,11
Pataki,Virág Lara,,1,Ž16,4.3,140,11
Szuromi,Hanga,61:35,0,Ž20,6,325,13
Kovács,Gréta,74:31,0,Ž20,6,325,13
Tišljar,Ana,86:47,0,Ž20,6,325,13
Viniczai,Judit,90:48,0,Ž20,6,325,13
Težak,Dora,101:35,0,Ž20,6,325,13
Lovrec,Mia,112:38,0,Ž20,6,325,13
Pataki,Réka Dalida,79:53,3,Ž20,6,325,13
Viniczai,Csenge,,1,Ž20,6,325,13
Hugosson,Hanna,,1,Ž20,6,325,13
Škugor,Hana,,1,Ž20,6,325,13
Ivanova,Kristina,73:46,0,Ž21A,8.8,350,13
Szuromi,Luca,79:46,0,Ž21A,8.8,350,13
Goceva,Liliana,83:15,0,Ž21A,8.8,350,13
Ocvirk,Pia,85:32,0,Ž21A,8.8,350,13
Pavić,Mirja,87:02,0,Ž21A,8.8,350,13
Domján,Zsuzsa,98:13,0,Ž21A,8.8,350,13
Orlić,Antonija,102:23,0,Ž21A,8.8,350,13
Vukmanović,Vinka,106:58,0,Ž21A,8.8,350,13
Becze,Rita,121:30,0,Ž21A,8.8,350,13
Lesjak,Sonja,123:19,0,Ž21A,8.8,350,13
Tomažin,Urša,132:14,0,Ž21A,8.8,350,13
Krupka,Željka,189:32,2,Ž21A,8.8,350,13
Kopjar,Marina,88:17,0,Ž21B,3.7,140,10
Jandrečić,Nola,93:01,0,Ž21B,3.7,140,10
Munjaković,Mersiha,101:38,0,Ž21B,3.7,140,10
Ivković,Sara,102:15,0,Ž21B,3.7,140,10
Pongrac,Maja,104:45,0,Ž21B,3.7,140,10
Mikulinjak,Ivana,113:04,0,Ž21B,3.7,140,10
Tutić,Martina,139:32,2,Ž21B,3.7,140,10
Težak,Ivana,145:30,2,Ž21B,3.7,140,10
Ulrich Cvenić,Ivana,,1,Ž21B,3.7,140,10
Császár,Éva,82:30,0,Ž35,7.4,260,16
Ocvirk,Eva,93:11,0,Ž35,7.4,260,16
Sršen,Matea,98:30,0,Ž35,7.4,260,16
Gobec,Ivana,108:34,0,Ž35,7.4,260,16
Cini,Fabiana,109:31,0,Ž35,7.4,260,16
Šantić,Nikolina,114:50,0,Ž35,7.4,260,16
Popović Budi,Daniela,115:46,0,Ž35,7.4,260,16
Krš,Sanja,126:21,0,Ž35,7.4,260,16
Jakšić,Mirka,135:42,0,Ž35,7.4,260,16
Glagolić,Saša,135:53,0,Ž35,7.4,260,16
Kušt,Maja,145:35,0,Ž35,7.4,260,16
Seražin Korper,Sabina,154:11,0,Ž35,7.4,260,16
Čorko Meštrović,Irena,160:03,0,Ž35,7.4,260,16
Potrebica,Tanja,157:48,2,Ž35,7.4,260,16
Berženji,Sanda,194:28,2,Ž35,7.4,260,16
Kovács Ildikó,Viniczainé,50:45,0,Ž45,5,220,11
Tömördi,Ágnes,58:06,0,Ž45,5,220,11
Tóth,Marian,69:15,0,Ž45,5,220,11
Lovas,Ágnes,70:49,0,Ž45,5,220,11
Kuzmanić,Ivana,113:21,0,Ž45,5,220,11
Ebenspanger,Emilija,124:48,0,Ž45,5,220,11
Lovrec,Darinka,128:17,0,Ž45,5,220,11
Kraintz,Evelyn,130:09,0,Ž45,5,220,11
Vendler Čepelak,Željka,152:43,0,Ž45,5,220,11
Franc,Vera,154:20,0,Ž45,5,220,11
Srebačić,Davorka,167:40,0,Ž45,5,220,11
Zadravec-Kermek,Senija,,1,Ž45,5,220,11
Mézes,Tibor Sólyom,74:17,0,M40,7.4,260,16
Avramović,Dejan,87:08,0,M40,7.4,260,16
Kovács,Mihály,125:33,0,M40,7.4,260,16
Pataki,Gábor,47:08,0,M50,5,220,11
Viniczai,Ferenc,50:03,0,M50,5,220,11
Rosinger,Zsolt,54:13,0,M50,5,220,11
Gajdos,György,57:07,0,M50,5,220,11
Paskuj,Mátyás,90:00,0,M50,5,220,11
Arató,Csongor,91:15,0,M50,5,220,11
Kürti,István,40:47,0,M60,3.7,140,10
Kóger,Gyula,46:47,0,M60,3.7,140,10
Dimitrijević,Ilija,68:06,0,M60,3.7,140,10
Nagy,Balázs,77:49,0,M60,3.7,140,10
Galambos,Erika,83:21,0,Ž40,5.8,215,15
Rácz,Eszter,92:38,0,Ž40,5.8,215,15
Paskuj,Mátyásné,105:19,0,Ž40,5.8,215,15
Kovács,Enikő,115:51,0,Ž40,5.8,215,15
Dóka,Éva,,2,Ž40,5.8,215,15
Ajkai,Adrienne,,1,Ž40,5.8,215,15
Sarkki,Sirkka,49:56,0,Ž55,3.2,120,8
Mező,Éva,50:43,0,Ž55,3.2,120,8
Balázs,Katalin,55:17,0,Ž55,3.2,120,8
Takács,Ágnes,57:51,0,Ž55,3.2,120,8
Tarján,Ágnes,115:36,0,Ž55,3.2,120,8
Wüest,Ruth,119:16,0,Ž55,3.2,120,8
Kühn,Edit,74:18,3,Ž55,3.2,120,8
Guliš,Zvonimir,20:01,0,Beginers,1.7,15,6
Szabó,Boglárka,21:39,0,Beginers,1.7,15,6
Rodeš,Dora,24:19,0,Beginers,1.7,15,6
Czebei,Ákos,25:11,0,Beginers,1.7,15,6
Dragaš,Nađa,29:21,0,Beginers,1.7,15,6
Vugrek,Sara,33:08,0,Beginers,1.7,15,6
Dragaš,Nina,34:28,0,Beginers,1.7,15,6
Migles,Katarina,48:53,0,Beginers,1.7,15,6
Mihaljević,Ema,37:08,3,Beginers,1.7,15,6
Balaban,Iva,59:27,3,Beginers,1.7,15,6
Martinko,Ivan,,1,Beginers,1.7,15,6
Martinko,Matej,,1,Beginers,1.7,15,6
Sainio,Pertti,56:40,0,OPEN SHORT,3.5,145,8
Gulyás,Mónika,130:20,0,OPEN SHORT,3.5,145,8
Latinger,Sandra,170:33,0,OPEN SHORT,3.5,145,8
Törteli,Ildikó,,4,OPEN SHORT,3.5,145,8
Pedev,Todor,,1,OPEN SHORT,3.5,145,8
Štambuk,Lucija Marijela,,1,OPEN SHORT,3.5,145,8
Bajna,Bence,87:24,0,OPEN LONG,5.8,255,12
Pavlovics,Balázs,88:10,0,OPEN LONG,5.8,255,12
Martinović,Antonio,105:05,0,OPEN LONG,5.8,255,12
Krakter,Dániel,107:36,0,OPEN LONG,5.8,255,12
Lah,Siniša,118:54,0,OPEN LONG,5.8,255,12
Brkanić,Sven,133:11,0,OPEN LONG,5.8,255,12
Luketić,Marko,133:06,3,OPEN LONG,5.8,255,12
Andračić,Zoran,,1,OPEN LONG,5.8,255,12
Kazus,Stanislav,,1,OPEN LONG,5.8,255,12
Huis,Petar,,1,OPEN LONG,5.8,255,12
Milišić-Zečević,Angel,,1,OPEN LONG,5.8,255,12
