OE0012;Rajtsz;Xrajtsz;Dugószám;Adatbázis Id;Családnév;Utónév;Szül;FN;Blokk;Vk;Rajt;Cél;Idõ;Érvényes;Jóváírás -;Büntetés +;Megj.;Klub sorsz.;Név;Város;Orsz;Helység;Régió;Kat. sorsz.;Rövid;Hosszú;Nev.kat. sorsz.;Nevezési kateg (rövid);Nevezési kateg (hosszú);Rangsorhely;Rangsorpont;Num1;Num2;Num3;Text1;Text2;Text3;Cím családnév;Cím utónév;Utca;2. sor;Irsz;Cím város;Tel;Mobil;Fax;Email;Bérelt;Nevezési díj;Fizetve;Csapat;Pálya sorszám;Pálya;km;m;Pálya pontjai;Helyezés;
;;;8070327;"361519";"Mézes";"Botond Csegõ";;M;;0;70:00;95:28;25:28;0;;;"";63904;"Göcsej KTFE";"Göcsej KTFE";"HUN";"";"";1;"M12";"M12";1;"M12";"M12";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;1;1;"1,7";50;6;11;
;;;345947;"380333";"Kuzmaniæ";"Borna";;M;;0;40:00;70:34;30:34;0;;;"";66206;"OK Japetic";"OK Japetic";"CRO";"";"";1;"M12";"M12";1;"M12";"M12";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;1;1;"1,7";50;6;12;
;;;422990;"379174";"Radovanoviæ";"Mislav";;M;;0;58:00;106:42;48:42;0;;;"";63473;"Ivan Merz";"Ivan Merz";"CRO";"";"";1;"M12";"M12";1;"M12";"M12";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;1;1;"1,7";50;6;13;
;;;2009110;"384342";"Ember";"Oliver";;M;;0;48:00;42:31;0:00;4;;;"";67737;"Mecsek Maraton T";"Mecsek Maraton Team";"HUN";"";"";1;"M12";"M12";1;"M12";"M12";;;;;;"";"";"";;;;;;;;;;;X;"0,00";X;;1;1;"1,7";50;6;;
;;;2048854;"373006";"Fülöp";"Álmos Huba";;M;;0;49:00;81:29;32:29;0;;;"";63904;"Göcsej KTFE";"Göcsej KTFE";"HUN";"";"";2;"M14";"M14";2;"M14";"M14";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;2;2;"3,0";135;11;1;
;;;423994;"351665";"Salopek";"Tihon";;M;;0;31:00;63:51;32:51;0;;;"";61467;"OK Ris Delnice";"OK Ris Delnice";"CRO";"";"";2;"M14";"M14";2;"M14";"M14";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;2;2;"3,0";135;11;2;
;;;7207916;"370899";"Hargitai";"Barnabás";;M;;0;43:00;76:10;33:10;0;;;"";67473;"Alpokalja Szabad";"Alpokalja Szabadid¿sport és Kö";"HUN";"";"";2;"M14";"M14";2;"M14";"M14";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;2;2;"3,0";135;11;3;
;;;1396291;"377248";"Simon";"Ádám";;M;;0;37:00;81:27;44:27;0;;;"";66716;"Pécsi Vasutas SK";"Pécsi Vasutas SK";"HUN";"";"";2;"M14";"M14";2;"M14";"M14";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;2;2;"3,0";135;11;4;
;;;1396280;"383940";"Egédi";"Gergõ";;M;;0;33:00;80:33;47:33;0;;;"";66716;"Pécsi Vasutas SK";"Pécsi Vasutas SK";"HUN";"";"";2;"M14";"M14";2;"M14";"M14";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;2;2;"3,0";135;11;5;
;;;2009105;"384155";"Kaszás";"Máté";;M;;0;39:00;105:25;66:25;0;;;"";67735;"Abaliget";"Abaliget";"HUN";"";"";2;"M14";"M14";2;"M14";"M14";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;2;2;"3,0";135;11;6;
;;;1396286;"383949";"Krikler";"Zalán";;M;;0;51:00;125:48;74:48;0;;;"";66716;"Pécsi Vasutas SK";"Pécsi Vasutas SK";"HUN";"";"";2;"M14";"M14";2;"M14";"M14";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;2;2;"3,0";135;11;7;
;;;2009104;"384154";"Leskovár";"Gábor";;M;;0;35:00;116:20;81:20;0;;;"";67735;"Abaliget";"Abaliget";"HUN";"";"";2;"M14";"M14";2;"M14";"M14";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;2;2;"3,0";135;11;8;
;;;2009099;"384151";"Kaluczky";"Zoltán";;M;;0;45:00;133:05;88:05;0;;;"";67735;"Abaliget";"Abaliget";"HUN";"";"";2;"M14";"M14";2;"M14";"M14";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;2;2;"3,0";135;11;9;
;;;1396282;"383942";"Erki";"Ármin";;M;;0;41:00;81:17;40:17;3;;;"";66716;"Pécsi Vasutas SK";"Pécsi Vasutas SK";"HUN";"";"";2;"M14";"M14";2;"M14";"M14";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;2;2;"3,0";135;11;;
;;;2009130;"";"Vodopija";"Bruno";;M;;0;55:00;151:42;96:42;3;;;"";67667;"Orijentacijski k";"Orijentacijski klub Varaždin";"CRO";"";"";2;"M14";"M14";;"";"";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;2;2;"3,0";135;11;;
;;;505236;"383963";"Szuromi";"Áron";;M;;0;30:00;61:54;31:54;0;;;"";66716;"Pécsi Vasutas SK";"Pécsi Vasutas SK";"HUN";"";"";3;"M16";"M16";3;"M16";"M16";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;3;3;"4,0";180;15;1;
;;;2092462;"382274";"Bognár";"Zoltán";2001;M;;0;24:00;62:04;38:04;0;;;"";67473;"Alpokalja Szabad";"Alpokalja Szabadid¿sport és Kö";"HUN";"";"";3;"M16";"M16";3;"M16";"M16";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;3;3;"4,0";180;15;2;
;;;2099479;"383974";"Werner";"Bendegúz";;M;;0;18:00;57:20;39:20;0;;;"";66716;"Pécsi Vasutas SK";"Pécsi Vasutas SK";"HUN";"";"";3;"M16";"M16";3;"M16";"M16";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;3;3;"4,0";180;15;3;
;;;1396294;"383960";"Szuhán";"Gábor";;M;;0;34:00;75:11;41:11;0;;;"";66716;"Pécsi Vasutas SK";"Pécsi Vasutas SK";"HUN";"";"";3;"M16";"M16";3;"M16";"M16";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;3;3;"4,0";180;15;4;
;;;893811;"384324";"Gobec";"Jan";;M;;0;20:00;61:51;41:51;0;;;"";65317;"OK Vihor";"OK Vihor";"CRO";"";"";3;"M16";"M16";3;"M16";"M16";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;3;3;"4,0";180;15;5;
;;;307520;"384149";"Gyenizse-Nagy";"András";;M;;0;22:00;74:00;52:00;0;;;"";66716;"Pécsi Vasutas SK";"Pécsi Vasutas SK";"HUN";"";"";3;"M16";"M16";3;"M16";"M16";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;3;3;"4,0";180;15;6;
;;;1289347;"376011";"Kukec";"Jura";2001;M;;0;36:00;97:56;61:56;0;;;"";65317;"OK Vihor";"OK Vihor";"CRO";"";"";3;"M16";"M16";3;"M16";"M16";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;3;3;"4,0";180;15;7;
;;;222418;"384325";"Kodba";"Vid";;M;;0;32:00;162:36;130:36;0;;;"";65317;"OK Vihor";"OK Vihor";"CRO";"";"";3;"M16";"M16";3;"M16";"M16";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;3;3;"4,0";180;15;8;
;;;1396227;"383946";"Kovács";"Barnabás";;M;;0;98:00;149:01;51:01;0;;;"";66716;"Pécsi Vasutas SK";"Pécsi Vasutas SK";"HUN";"";"";4;"M20";"M20";4;"M20";"M20";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;5;5;"6,2";300;23;1;
;;;7041999;"378446";"Štambuk";"Andro Vladimir";;M;;0;104:00;159:40;55:40;0;;;"";63473;"Ivan Merz";"Ivan Merz";"CRO";"";"";4;"M20";"M20";4;"M20";"M20";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;5;5;"6,2";300;23;2;
;;;1396283;"383973";"Vozár";"Mátyás";;M;;0;102:00;171:04;69:04;0;;;"";66716;"Pécsi Vasutas SK";"Pécsi Vasutas SK";"HUN";"";"";4;"M20";"M20";4;"M20";"M20";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;5;5;"6,2";300;23;3;
;;;411946;"383952";"Ortmann";"András";;M;;0;94:00;166:31;72:31;0;;;"";66716;"Pécsi Vasutas SK";"Pécsi Vasutas SK";"HUN";"";"";4;"M20";"M20";4;"M20";"M20";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;5;5;"6,2";300;23;4;
;;;999505;"375009";"Cvetkoviæ";"Filip";1999;M;;0;92:00;166:47;74:47;0;;;"";66206;"OK Japetic";"OK Japetic";"CRO";"";"";4;"M20";"M20";4;"M20";"M20";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;5;5;"6,2";300;23;5;
;;;893808;"384332";"Težak";"Karlo";;M;;0;96:00;173:34;77:34;0;;;"";65317;"OK Vihor";"OK Vihor";"CRO";"";"";4;"M20";"M20";4;"M20";"M20";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;5;5;"6,2";300;23;6;
;;;1396285;"383948";"Kovács";"Mátyás";;M;;0;106:00;203:42;97:42;0;;;"";66716;"Pécsi Vasutas SK";"Pécsi Vasutas SK";"HUN";"";"";4;"M20";"M20";4;"M20";"M20";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;5;5;"6,2";300;23;7;
;;;237596;"381288";"Puhariæ";"Roko";;M;;0;100:00;174:18;74:18;2;;;"";66206;"OK Japetic";"OK Japetic";"CRO";"";"";4;"M20";"M20";4;"M20";"M20";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;5;5;"6,2";300;23;;
;;;7980114;"381341";"Von Krusenstierna";"Isac";;M;;0;80:00;117:11;37:11;0;;;"";67276;"OK Kåre";"OK Kåre";"SWE";"";"";5;"M21A";"M21A";5;"M21A";"M21A";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;5;5;"6,2";300;23;1;
;;;801121;"381328";"Imark";"Simon";;M;;0;46:00;84:16;38:16;0;;;"";67270;"Tullinge SK";"Tullinge SK";"SWE";"";"";5;"M21A";"M21A";5;"M21A";"M21A";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;5;5;"6,2";300;23;2;
;;;7201392;"377234";"Baumholczer";"Máté";;M;;0;5:00;44:01;39:01;0;;;"";66716;"Pécsi Vasutas SK";"Pécsi Vasutas SK";"HUN";"";"";5;"M21A";"M21A";5;"M21A";"M21A";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;5;5;"6,2";300;23;3;
;;;801122;"381672";"Imark";"Victor";;M;;0;66:00;107:04;41:04;0;;;"";67270;"Tullinge SK";"Tullinge SK";"SWE";"";"";5;"M21A";"M21A";5;"M21A";"M21A";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;5;5;"6,2";300;23;4;
;;;500459;"372056";"Štanfel";"Matjaž";;M;;0;3:00;44:04;41:04;0;;;"";65707;"OK Sova";"OK Sova";"CRO";"";"";5;"M21A";"M21A";5;"M21A";"M21A";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;5;5;"6,2";300;23;4;
;;;9992222;"376994";"Sirakov";"Ivan";;M;;0;60:00;102:16;42:16;0;;;"";66686;"Bulgaria Nationa";"Bulgaria National Team";"BUL";"";"";5;"M21A";"M21A";5;"M21A";"M21A";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;5;5;"6,2";300;23;6;
;;;980628;"382236";"Svensk";"Jesper";;M;;0;54:00;96:19;42:19;0;;;"";67465;"Stora Tuna OK";"Stora Tuna OK";"SWE";"";"";5;"M21A";"M21A";5;"M21A";"M21A";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;5;5;"6,2";300;23;7;
;;;9746785;"381318";"Carlsson";"Thomas";;M;;0;24:00;66:34;42:34;0;;;"";67265;"Malungs OK Skogs";"Malungs OK Skogsmårdarna";"SWE";"";"";5;"M21A";"M21A";5;"M21A";"M21A";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;5;5;"6,2";300;23;8;
;;;2028730;"384124";"Bilic";"Nikola";;M;;0;42:00;84:40;42:40;0;;;"";67724;"PK Pobeda";"PK Pobeda";"SRB";"";"";5;"M21A";"M21A";5;"M21A";"M21A";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;5;5;"6,2";300;23;9;
;;;971031;"384288";"Barr Zeilon";"Erik";;M;;0;64:00;107:15;43:15;0;;;"";60289;"Individuals/No c";"Individuals/No club";"";"";"";5;"M21A";"M21A";5;"M21A";"M21A";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;5;5;"6,2";300;23;10;
;;;9909241;"381515";"Karlsson";"Emil";;M;;0;82:00;127:08;45:08;0;;;"";67328;"Hestra IF";"Hestra IF";"SWE";"";"";5;"M21A";"M21A";5;"M21A";"M21A";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;5;5;"6,2";300;23;11;
;;;9905131;"381474";"Herne";"Erik";;M;;0;12:00;59:19;47:19;0;;;"";67315;"OK Ravinen - Nac";"OK Ravinen - Nacka";"SWE";"";"";5;"M21A";"M21A";5;"M21A";"M21A";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;5;5;"6,2";300;23;12;
;;;1405901;"384139";"Biliæ";"Stefan";;M;;0;76:00;123:22;47:22;0;;;"";67724;"PK Pobeda";"PK Pobeda";"SRB";"";"";5;"M21A";"M21A";5;"M21A";"M21A";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;5;5;"6,2";300;23;13;
;;;8333335;"374610";"Kirin";"Dominik";;M;;0;70:00;118:06;48:06;0;;;"";66206;"OK Japetic";"OK Japetic";"CRO";"";"";5;"M21A";"M21A";5;"M21A";"M21A";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;5;5;"6,2";300;23;14;
;;;1406648;"384140";"Biliæ";"Miloš";;M;;0;72:00;120:17;48:17;0;;;"";67724;"PK Pobeda";"PK Pobeda";"SRB";"";"";5;"M21A";"M21A";5;"M21A";"M21A";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;5;5;"6,2";300;23;15;
;;;9990214;"382262";"Hannrup";"Erik";;M;;0;18:00;66:29;48:29;0;;;"";67468;"IF Thor Orienter";"IF Thor Orientering";"SWE";"";"";5;"M21A";"M21A";5;"M21A";"M21A";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;5;5;"6,2";300;23;16;
;;;8221221;"374608";"Razum";"Matija";;M;;0;40:00;88:46;48:46;0;;;"";66206;"OK Japetic";"OK Japetic";"CRO";"";"";5;"M21A";"M21A";5;"M21A";"M21A";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;5;5;"6,2";300;23;17;
;;;1006081;"376995";"Yordanov";"Stefan";;M;;0;36:00;84:51;48:51;0;;;"";66686;"Bulgaria Nationa";"Bulgaria National Team";"BUL";"";"";5;"M21A";"M21A";5;"M21A";"M21A";;;;;;"";"";"";;;;;;;;;;;X;"0,00";X;;5;5;"6,2";300;23;18;
;;;9990323;"381711";"Carlsson";"Carl";;M;;0;9:00;60:34;51:34;0;;;"";67377;"Nyköpings OK";"Nyköpings OK";"SWE";"";"";5;"M21A";"M21A";5;"M21A";"M21A";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;5;5;"6,2";300;23;19;
;;;9000319;"381370";"Hamrefors";"Fredrik";;M;;0;48:00;99:37;51:37;0;;;"";67284;"Västerås SOK";"Västerås SOK";"SWE";"";"";5;"M21A";"M21A";5;"M21A";"M21A";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;5;5;"6,2";300;23;20;
;;;2008681;"376993";"Shishkov";"Valentin";;M;;0;30:00;81:54;51:54;0;;;"";66686;"Bulgaria Nationa";"Bulgaria National Team";"BUL";"";"";5;"M21A";"M21A";5;"M21A";"M21A";;;;;;"";"";"";;;;;;;;;;;X;"0,00";X;;5;5;"6,2";300;23;21;
;;;7003079;"384262";"Bryngelsson";"Ruben";;M;;0;50:00;102:20;52:20;0;;;"";67270;"Tullinge SK";"Tullinge SK";"SWE";"";"";5;"M21A";"M21A";5;"M21A";"M21A";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;5;5;"6,2";300;23;22;
;;;2013439;"376996";"Zhelyazkov";"Dimitar";;M;;0;52:00;105:36;53:36;0;;;"";66686;"Bulgaria Nationa";"Bulgaria National Team";"BUL";"";"";5;"M21A";"M21A";5;"M21A";"M21A";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;5;5;"6,2";300;23;23;
;;;1401001;"371834";"Ivkoviæ";"Luka";;M;;0;62:00;120:02;58:02;0;;;"";65707;"OK Sova";"OK Sova";"CRO";"";"";5;"M21A";"M21A";5;"M21A";"M21A";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;5;5;"6,2";300;23;24;
;;;1000042;"383976";"Werner";"Péter";;M;;0;74:00;132:23;58:23;0;;;"";66716;"Pécsi Vasutas SK";"Pécsi Vasutas SK";"HUN";"";"";5;"M21A";"M21A";5;"M21A";"M21A";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;5;5;"6,2";300;23;25;
;;;300745;"384772";"Èapeta";"Davor";;M;;0;7:00;67:26;60:26;0;;;"";66488;"OK Kapela";"OK Kapela";"CRO";"";"";5;"M21A";"M21A";5;"M21A";"M21A";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;5;5;"6,2";300;23;26;
;;;581581;"382258";"Langerak";"Johan";;M;;0;78:00;139:04;61:04;0;;;"";67434;"Järfälla OK";"Järfälla OK";"SWE";"";"";5;"M21A";"M21A";5;"M21A";"M21A";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;5;5;"6,2";300;23;27;
;;;7207152;"380867";"Despetoviæ";"Tihomir";;M;;0;34:00;99:11;65:11;0;;;"";65766;"OK Bjelovar";"OK Bjelovar";"CRO";"";"";5;"M21A";"M21A";5;"M21A";"M21A";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;5;5;"6,2";300;23;28;
;;;585858;"384322";"Gobec";"Damir";;M;;0;38:00;106:01;68:01;0;;;"";65317;"OK Vihor";"OK Vihor";"CRO";"";"";5;"M21A";"M21A";5;"M21A";"M21A";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;5;5;"6,2";300;23;29;
;;;7207151;"378309";"Filetin";"Luka";;M;;0;22:00;90:25;68:25;0;;;"";66488;"OK Kapela";"OK Kapela";"CRO";"";"";5;"M21A";"M21A";5;"M21A";"M21A";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;5;5;"6,2";300;23;30;
;;;889671;"382045";"Štambuk";"Mario";;M;;0;10:00;81:22;71:22;0;;;"";63473;"Ivan Merz";"Ivan Merz";"CRO";"";"";5;"M21A";"M21A";5;"M21A";"M21A";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;5;5;"6,2";300;23;31;
;;;888974;"377735";"Horvat";"Vjeran";1992;M;;0;32:00;103:44;71:44;0;;;"";66481;"OK Maksimir";"OK Maksimir";"CRO";"";"";5;"M21A";"M21A";5;"M21A";"M21A";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;5;5;"6,2";300;23;32;
;;;9200692;"381663";"Lagerhäll";"Walter";;M;;0;68:00;141:49;73:49;0;;;"";67369;"Rehns BK";"Rehns BK";"SWE";"";"";5;"M21A";"M21A";5;"M21A";"M21A";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;5;5;"6,2";300;23;33;
;;;2046064;"384138";"Komaræeviæ";"Bojan";;M;;0;28:00;105:44;77:44;0;;;"";67724;"PK Pobeda";"PK Pobeda";"SRB";"";"";5;"M21A";"M21A";5;"M21A";"M21A";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;5;5;"6,2";300;23;34;
;;;888973;"377733";"Horvat";"Lobel";1991;M;;0;14:00;111:59;97:59;0;;;"";66481;"OK Maksimir";"OK Maksimir";"CRO";"";"";5;"M21A";"M21A";5;"M21A";"M21A";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;5;5;"6,2";300;23;35;
;;;222415;"384329";"Papak";"Ivan";;M;;0;26:00;135:08;109:08;3;;;"";65317;"OK Vihor";"OK Vihor";"CRO";"";"";5;"M21A";"M21A";5;"M21A";"M21A";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;5;5;"6,2";300;23;;
;;;652000;"383689";"Waldenfjord";"Noel";;M;;0;56:00;111:13;55:13;2;;;"";67434;"Järfälla OK";"Järfälla OK";"SWE";"";"";5;"M21A";"M21A";5;"M21A";"M21A";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;5;5;"6,2";300;23;;
;;;1010183;"";"Karavidovic";"Luka";;M;;0;37:00;96:28;59:28;0;;;"";65317;"OK Vihor";"OK Vihor";"CRO";"";"";6;"M21B";"M21B";;"";"";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;6;6;"3,9";195;15;1;
;;;2111491;"375309";"Tutiæ";"Dražen";;M;;0;19:00;78:28;59:28;0;;;"";65317;"OK Vihor";"OK Vihor";"CRO";"";"";6;"M21B";"M21B";6;"M21B";"M21B";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;6;6;"3,9";195;15;1;
;;;1817161;"384260";"Perica";"Petar";1993;M;;0;9:00;71:42;62:42;0;;;"";65766;"OK Bjelovar";"OK Bjelovar";"CRO";"";"";6;"M21B";"M21B";6;"M21B";"M21B";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;6;6;"3,9";195;15;3;
;;;411359;"378342";"Šantiæ";"Domagoj";1975;M;;0;6:00;79:34;73:34;0;;;"";65766;"OK Bjelovar";"OK Bjelovar";"CRO";"";"";6;"M21B";"M21B";6;"M21B";"M21B";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;6;6;"3,9";195;15;4;
;;;7778000;"381572";"Pavlin";"Domagoj";1973;M;;0;15:00;95:16;80:16;0;;;"";65317;"OK Vihor";"OK Vihor";"CRO";"";"";6;"M21B";"M21B";6;"M21B";"M21B";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;6;6;"3,9";195;15;5;
;;;422983;"379173";"Hlad";"Matija";;M;;0;8:00;111:01;103:01;3;;;"";63473;"Ivan Merz";"Ivan Merz";"CRO";"";"";6;"M21B";"M21B";6;"M21B";"M21B";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;6;6;"3,9";195;15;;
;;;2009108;"";"Tipuric";"Ante";;M;;0;23:00;135:07;112:07;3;;;"";65707;"OK Sova";"OK Sova";"CRO";"";"";6;"M21B";"M21B";;"";"";;;;;;"";"";"";;;;;;;;;;;X;"0,00";0;;6;6;"3,9";195;15;;
;;;332860;"";"Kelava";"Branimir";;M;;0;21:00;135:12;114:12;2;;;"";65707;"OK Sova";"OK Sova";"CRO";"";"";6;"M21B";"M21B";;"";"";;;;;;"";"";"";;;;;;;;;;;X;"0,00";0;;6;6;"3,9";195;15;;
;;;500460;"351664";"Salopek";"Tihomir";;M;;0;87:00;130:01;43:01;0;;;"";61467;"OK Ris Delnice";"OK Ris Delnice";"CRO";"";"";7;"M35";"M35";7;"M35";"M35";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;7;7;"5,0";225;15;1;
;;;700030;"374611";"Legac";"Lino";1978;M;;0;61:00;104:58;43:58;0;;;"";66206;"OK Japetic";"OK Japetic";"CRO";"";"";7;"M35";"M35";7;"M35";"M35";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;7;7;"5,0";225;15;2;
;;;7001122;"383470";"Kaniški";"Tomislav";;M;;0;91:00;135:40;44:40;0;;;"";66481;"OK Maksimir";"OK Maksimir";"CRO";"";"";7;"M35";"M35";7;"M35";"M35";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;7;7;"5,0";225;15;3;
