"prezime";"ime";"vrijeme";"klasifikator";"kategorija";"staza";"uspon";"kontrola"
"Lovrec";"Iva";"31:25";0;"Ž16";"2.3";75;10
"Težak";"Dora";"42:14";0;"Ž16";"2.3";75;10
"Spudiæ";"Valeria";"50:21";0;"Ž16";"2.3";75;10
"Varošanec";"Ana Marija";;1;"Ž16";"2.3";75;10
"Štambuk";"Matej";"44:31";0;"M20";"3.5";130;15
"Perica";"Petar";"52:21";0;"M20";"3.5";130;15
"Henek";"Vladan";"39:59";0;"M21A";"5.0";160;25
"Legac";"Lino";"41:47";0;"M21A";"5.0";160;25
"Razum";"Matija";"46:08";0;"M21A";"5.0";160;25
"Ocvirk";"Edi";"46:45";0;"M21A";"5.0";160;25
"Grbac";"Edi";"1:00:22";0;"M21A";"5.0";160;25
"Van De Riet";"Gerrit";"1:01:41";0;"M21A";"5.0";160;25
"Gveriæ";"Ivan";"1:04:49";0;"M21A";"5.0";160;25
"Pongrac";"Branimir";"1:05:56";0;"M21A";"5.0";160;25
"Vukmanoviæ";"Mladen";"1:14:00";0;"M21A";"5.0";160;25
"Surjan";"Darko";"1:17:05";0;"M21A";"5.0";160;25
"Berkovic";"Vedran";"1:21:37";0;"M21A";"5.0";160;25
"Spasiæ";"Vladimir";"1:24:23";0;"M21A";"5.0";160;25
"Lesjak";"Goran";;1;"M21A";"5.0";160;25
"Vukmanoviæ";"Vinka";"36:57";0;"Ž21A";"3.6";135;15
"Ocvirk";"Eva";"42:24";0;"Ž21A";"3.6";135;15
"Van De Riet";"Dunja";"50:06";0;"Ž21A";"3.6";135;15
"Vrdoljak";"Paula";"1:01:03";0;"Ž21A";"3.6";135;15
"Orliæ";"Antonija";"1:01:30";0;"Ž21A";"3.6";135;15
"Žužiæ";"Sanja";"1:05:05";0;"Ž21A";"3.6";135;15
"Sršen";"Matea";"1:11:28";0;"Ž21A";"3.6";135;15
"Beblek";"Ana";;1;"Ž21A";"3.6";135;15
"Malevskiy";"Andrey";"31:18";0;"M21B";"3.3";90;11
"Dorotic";"Igor";"36:35";0;"M21B";"3.3";90;11
"Vlèek";"Ondøej";"37:19";0;"M21B";"3.3";90;11
"Tkalec";"Vladimir";"39:57";0;"M21B";"3.3";90;11
"Šantiæ";"Domagoj";"51:02";0;"M21B";"3.3";90;11
"Opaliæ";"Boško";"53:01";0;"M21B";"3.3";90;11
"Pajèin";"Nikola";"56:48";0;"M21B";"3.3";90;11
"Rajèeviæ";"Edo";"1:02:57";0;"M21B";"3.3";90;11
"Pletikosa";"Dean";"1:04:58";0;"M21B";"3.3";90;11
"Puhariæ";"Samo";"1:07:31";0;"M21B";"3.3";90;11
"Bertol";"Ivica";"1:10:01";0;"M21B";"3.3";90;11
"Cvetkoviæ";"Robert";"1:13:45";0;"M21B";"3.3";90;11
"Sovilj";"Dalibor";"1:16:23";0;"M21B";"3.3";90;11
"Gulta";"Alex";"1:20:15";0;"M21B";"3.3";90;11
"Karagiæ";"Marko";"3:42:08";0;"M21B";"3.3";90;11
"Bertol";"Josip";"2:20:04";0;"M21B";"3.3";90;11
"Cindriæ";"Hrvoje";;1;"M21B";"3.3";90;11
"Bunjaèki";"Hrvoje";;1;"M21B";"3.3";90;11
"Adamová";"Eva";"28:14";0;"Ž21B";"2.3";75;10
"Najmanová";"Hana";"31:54";0;"Ž21B";"2.3";75;10
"Šantiæ";"Nikolina";"37:38";0;"Ž21B";"2.3";75;10
"Sakar";"Nika";"43:47";0;"Ž21B";"2.3";75;10
"Markiæ";"Jelena";"43:55";0;"Ž21B";"2.3";75;10
"Kasaš";"Irena";"55:58";0;"Ž21B";"2.3";75;10
"Tkalèiæ";"Ivana";"56:05";0;"Ž21B";"2.3";75;10
"Krznar";"Kristina";"1:04:06";0;"Ž21B";"2.3";75;10
"Stupalo";"Vlatka";"1:08:00";0;"Ž21B";"2.3";75;10
"Pletikosa";"Zvjezdana";"1:10:50";0;"Ž21B";"2.3";75;10
"Dobriniæ";"Nataša";"1:20:37";0;"Ž21B";"2.3";75;10
"Brodarac";"Štefica";"1:24:30";0;"Ž21B";"2.3";75;10
"Kušt";"Maja";"1:29:11";0;"Ž21B";"2.3";75;10
"Stipiæ";"Bernardica";"1:36:54";0;"Ž21B";"2.3";75;10
"Jakobušiæ";"Ðive";;1;"Ž21B";"2.3";75;10
"Bunjaèki";"Tatjana";;1;"Ž21B";"2.3";75;10
"Gavrilov";"Igor";"38:25";0;"M35";"3.5";130;15
"Orehoci";"Robert";"39:51";0;"M35";"3.5";130;15
"Salopek";"Tihomir";"43:54";0;"M35";"3.5";130;15
"Vukeliæ";"Bojan";"44:57";0;"M35";"3.5";130;15
"Košèak";"Željko";"47:07";0;"M35";"3.5";130;15
"Suban";"Damir";"48:25";0;"M35";"3.5";130;15
"Sirvydis";"Viktoras";"54:14";0;"M35";"3.5";130;15
"Trivunoviæ";"Vlado";"55:19";0;"M35";"3.5";130;15
"Budi";"Franjo";"57:17";0;"M35";"3.5";130;15
"Habuš";"Ivan";"1:05:11";0;"M35";"3.5";130;15
"Uroiæ";"Milivoj";"1:10:45";0;"M35";"3.5";130;15
"Merunka";"Darko";;1;"M35";"3.5";130;15
"Duhovic";"Darko";;1;"M35";"3.5";130;15
"Gobec";"Neda";"47:27";0;"Ž35";"2.9";110;12
"Sabina";"Seražin Korper";"1:08:57";0;"Ž35";"2.9";110;12
"Dobriæ";"Nives";"1:11:32";0;"Ž35";"2.9";110;12
"Haramija";"Marija";"1:21:36";0;"Ž35";"2.9";110;12
"Lovrec";"Darinka";"1:26:53";0;"Ž35";"2.9";110;12
"Ðurek";"Tea";;1;"Ž35";"2.9";110;12
"Jakšiæ";"Mirka";;1;"Ž35";"2.9";110;12
"Vékonyné Árva";"Katalin";;1;"Ž35";"2.9";110;12
"Štambuk";"Dario";"35:54";0;"M45";"2.9";110;12
"Lovrec";"Nenad";"36:10";0;"M45";"2.9";110;12
"Milovanoviæ";"Zoran";"38:12";0;"M45";"2.9";110;12
"Garkov";"Valentin";"38:39";0;"M45";"2.9";110;12
"Gobec";"Karlo";"40:02";0;"M45";"2.9";110;12
"Perica";"Mladen";"46:24";0;"M45";"2.9";110;12
"Lukaèiæ";"Ivica";"46:32";0;"M45";"2.9";110;12
"Jeliæ";"Mladen";"2:10:01";0;"M45";"2.9";110;12
"Ebenspanger";"Emilija";"49:23";0;"Ž45";"2.4";120;11
"Fabek";"Branka";"52:07";0;"Ž45";"2.4";120;11
"Kuèinac";"Teodora";"1:07:52";0;"Ž45";"2.4";120;11
"Vendler Èepelak";"Željka";;1;"Ž45";"2.4";120;11
"Sopina";"Slavko";"34:07";0;"M55";"2.4";120;11
"Pongrac";"Ivan";"39:10";0;"M55";"2.4";120;11
"Sakar";"Darko";"41:33";0;"M55";"2.4";120;11
"Belaj";"Željko";"42:58";0;"M55";"2.4";120;11
"Cindriæ";"Marijan";"44:07";0;"M55";"2.4";120;11
"Krivokapiæ";"Antun Zoran";"54:33";0;"M55";"2.4";120;11
"Jasprica";"Damir";"56:14";0;"M55";"2.4";120;11
"Matijašiæ";"Josip";"1:01:13";0;"M55";"2.4";120;11
"Jambrek";"Stjepan";"3:11:23";0;"M55";"2.4";120;11
"Turkalj";"Milan";"45:25";0;"M65";"2.3";75;10
"Èepelak";"Radovan";"57:52";0;"M65";"2.3";75;10
"Vidoviæ";"Branko";"1:08:56";0;"M65";"2.3";75;10
"Branoviæ";"Stanislav";"1:12:33";0;"M65";"2.3";75;10
"Debiæ";"Mladen";"1:18:59";0;"M65";"2.3";75;10
"Božinoviæ";"Milan";"1:43:33";0;"M65";"2.3";75;10
"Bavèeviæ";"Ana";"34:57";0;"OPEN";"1.7";60;7
"Skukan";"Danko";"40:53";0;"OPEN";"1.7";60;7
"Popoviæ Budi";"Daniela";"40:54";0;"OPEN";"1.7";60;7
"Olujiæ";"Iva";"49:20";0;"OPEN";"1.7";60;7
"Komadina";"Lucija";"1:00:21";0;"OPEN";"1.7";60;7
"Nikoliæ";"Bojana";"1:02:06";0;"OPEN";"1.7";60;7
"Vukeliæ";"Ana";"1:22:30";0;"OPEN";"1.7";60;7
"Golubiæ";"Vlado";"1:58:33";0;"OPEN";"1.7";60;7
"Vékony";"Andor";;1;"OPEN";"1.7";60;7
